Adverse.events,Death.1,Death.2,Death.3,Death.4,GP.1,GP.2,GP.3,GP.4,Hospital.1,Hospital.2,Hospital.3,Hospital.4,Infected.1,Infected.2,Infected.3,Infected.4,Mild.Compl.1,Mild.Compl.2,Mild.Compl.3,Mild.Compl.4,Pneumonia.1,Pneumonia.2,Pneumonia.3,Pneumonia.4,Repeat.GP.1,Repeat.GP.2,Repeat.GP.3,Repeat.GP.4,Trt.1,Trt.2,Trt.3,Trt.4,Trt.5,Trt.6,Trt.7,Trt.8,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,delta,deviance,eta,gamma.1,gamma.2,lambda,n.1,n.2,n.3,n.4,omega.1,omega.2,omega.3,omega.4,omega.5,omega.6,omega.7,phi,pi.1,pi.2,pi.3,pi.4,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,rho.1,rho.2,xi
3003,4,5,0,0,2031,1443,0,223,0,1,0,0,6246,4392,0,708,821,587,0,99,28,26,0,4,793,561,0,95,824,685,601,473,0,0,95,72,0.063245718,0.323275313,0.397734391,0.012890894,0.000353975,0.000814086,0.095427313,8,-0.401646473,0.905760055,0.419466795,0.811219961,3.850491946,1.00E+05,0,69467,30533,5.688996234,0,0,4.484779784,7.013121188,18.57287467,0.498536224,0.305744315,0.063245718,0.063245718,0.023104738,0.023104738,26.15804479,2273.332444,8.586313976,7.623224929,49.49091501,3.679698902,1.539218545,0.572940724,0,0.634682959,0.951992953
6938,0,1,0,0,1050,594,0,157,0,0,0,0,5407,2981,0,744,433,252,0,73,18,7,0,1,415,245,0,72,440,359,245,198,0,0,75,58,0.054126867,0.195346734,0.416534571,0.0140865,0.000303282,0.000601767,0.148192998,9,-0.986514754,0.900800767,0.418539521,0.811783369,3.042071603,1.00E+05,0,53028,46972,4.48080045,0,0,7.711114244,3.516144597,14.28862723,0.76833407,0.470902834,0.054126867,0.054126867,0.015462881,0.015462881,15.04510002,2635.133694,7.106777817,7.122206958,61.0610248,2.958067602,1.376723,0.6771192,0,0.714321515,0.947812798
1534,1,0,0,0,2200,1291,0,211,1,0,0,0,7274,4413,0,732,891,561,0,87,30,14,0,3,861,547,0,84,920,736,544,460,0,0,87,72,0.071641004,0.297744223,0.414872159,0.01381022,0.000441739,0.000570277,0.039713496,9,0.632755136,0.905911561,0.419509002,0.81816536,2.80621639,1.00E+05,0,61854,38146,3.409760927,0,0,3.600178461,6.433742228,18.46949339,0.395037652,0.382817427,0.071641004,0.071641004,0.019389877,0.019389877,21.14561794,1890.94635,9.436612451,10.33013437,52.98540013,3.390557897,1.235727593,0.674419428,0,0.729346658,0.947955085
2380,5,1,0,0,3110,2056,0,350,0,0,0,0,7974,5145,0,894,1257,867,0,155,47,36,0,4,1210,831,0,151,1287,1014,891,708,0,0,154,121,0.079522423,0.390547932,0.402548626,0.016570952,0.00035757,0.000925912,0.064318422,10,-0.25276028,0.896901431,0.419605533,0.811149542,4.824101487,1.00E+05,0,63302,36698,5.728785736,0,0,6.144513927,5.555433079,18.36112829,0.640275718,0.365514123,0.079522423,0.079522423,0.023926213,0.023926213,29.9581074,2123.00887,7.557551819,14.79847382,31.56560094,2.852180152,1.209512083,0.70612082,0,0.699126204,0.950576577
4670,3,0,0,0,1598,805,0,231,0,0,0,0,6442,3355,0,875,633,300,0,89,24,5,0,3,609,295,0,86,655,507,363,247,0,0,105,65,0.065503181,0.249817431,0.386237721,0.012538762,0.000486837,0.00064767,0.095262358,9,-0.558455237,0.896001614,0.419872719,0.811588502,3.708356445,1.00E+05,0,50751,49249,3.629868329,0,0,5.581099013,7.364340519,19.90796976,0.585791823,0.4906932,0.065503181,0.065503181,0.019452783,0.019452783,17.67012858,2238.706808,5.743291575,9.237864182,37.90439463,3.207322415,1.85300518,0.586172912,0,0.703025362,0.956045898
1568,0,0,0,1,1385,837,0,210,1,0,0,0,7567,4274,0,1083,573,324,0,94,11,5,0,1,562,319,0,93,585,454,362,265,0,0,91,74,0.076507032,0.189488948,0.393905918,0.010463056,0.000311786,0.001227058,0.035416336,6,-0.790709178,0.902776845,0.419772591,0.813399624,3.322667583,1.00E+05,0,56524,43476,3.300498775,0,0,6.787665035,4.553842537,17.08924206,0.48102649,0.433329334,0.076507032,0.076507032,0.024957887,0.024957887,15.56734002,2896.898978,8.393437147,8.282532444,41.3517638,2.16379076,1.061874948,0.786460214,0,0.673783102,0.952180188
8821,3,2,0,1,4479,1671,0,1075,6,0,0,0,8253,3109,0,1968,1875,698,0,458,69,21,0,20,1806,677,0,438,1855,1517,703,564,0,0,448,366,0.081817006,0.556699273,0.406634635,0.016468912,0.000259953,0.001026115,0.144307865,8,-1.059472797,0.89902192,0.419885458,0.812655768,2.780640354,1.00E+05,0,38272,61728,2.284349902,0,0,5.585348832,8.088545593,13.6506546,0.443447002,0.616430182,0.081817006,0.081817006,0.0318012,0.0318012,25.2621879,2647.827898,6.176274369,8.333065664,33.45050862,2.191962368,1.400265442,0.674021712,0,0.611313077,0.957625479
3714,0,0,0,1,2502,1504,0,361,2,1,0,0,6951,3925,0,1009,986,649,0,141,21,14,0,7,965,635,0,134,1055,790,639,525,0,0,145,117,0.06766742,0.364322585,0.393861429,0.010524734,0.00038014,0.000526558,0.089007383,7,-0.022070509,0.905756504,0.422001593,0.80983827,2.830504142,1.00E+05,0,58589,41411,2.539946721,0,0,8.006808818,6.22719506,13.0887214,0.544272251,0.414399253,0.06766742,0.06766742,0.023904036,0.023904036,18.9619553,3027.933218,5.964454411,4.867758467,53.58546923,2.994369777,1.702155529,0.674652058,0,0.646742314,0.952952189
4661,1,0,0,3,2244,1277,0,297,1,1,0,0,6563,3562,0,922,932,536,0,127,37,18,0,4,895,518,0,123,948,774,529,427,0,0,112,93,0.064711207,0.34154421,0.40114853,0.01316269,0.000365756,0.000850876,0.108638466,7,0.461447453,0.88984307,0.418754176,0.808803308,2.477181546,1.00E+05,0,56691,43309,7.125222549,0,0,5.249704368,4.879877288,16.65731747,0.420240815,0.43285507,0.064711207,0.064711207,0.021160649,0.021160649,16.73378574,3856.229795,6.833453127,7.390676696,47.93201856,3.315481699,0.925759998,0.527118241,0,0.672998702,0.953946107
4212,3,2,0,0,2922,2077,0,232,0,0,0,0,8014,5535,0,603,1198,887,0,101,40,23,0,5,1158,864,0,96,1256,988,887,709,0,0,90,83,0.080312079,0.375009919,0.400662925,0.012122527,0.000360802,0.001299724,0.137914507,5,-0.174592008,0.907858933,0.420624674,0.817550008,2.205714343,1.00E+05,0,69232,30768,3.198917997,0,0,7.159500942,5.526806901,16.99914891,0.570695511,0.307241474,0.080312079,0.080312079,0.020073491,0.020073491,24.98461821,1956.431198,9.299202657,13.13827163,44.67440431,2.487677794,1.465555546,0.531845877,0,0.750056393,0.955609639
3926,0,0,0,1,2715,1079,0,673,0,1,0,0,9276,3662,0,2272,1146,466,0,273,33,17,0,8,1113,449,0,265,1152,924,446,394,0,0,288,230,0.092739115,0.295016973,0.412052449,0.01317999,0.000339191,0.000647028,0.066307655,4,0.965024285,0.902608693,0.421911934,0.813047425,3.314512521,1.00E+05,0,40172,59828,5.477416078,0,0,9.320571531,6.375580243,14.48275597,0.480801682,0.596119017,0.092739115,0.092739115,0.038281053,0.038281053,14.67373588,2629.038114,4.188907705,12.04182722,40.8465448,4.455085773,1.36582219,0.855637352,0,0.587217827,0.938683142
4246,2,0,0,0,2210,1263,0,286,2,0,0,0,9564,5583,0,1394,949,522,0,115,36,19,0,4,913,503,0,111,936,773,526,415,0,0,118,94,0.09516347,0.226017398,0.402029808,0.013557107,0.000279302,0.000359984,0.100930454,4,0.08730823,0.90093708,0.419501177,0.812911708,1.406467703,1.00E+05,0,58192,41808,2.33968954,0,0,5.798995477,6.785428303,15.79409433,0.76818141,0.415996937,0.09516347,0.09516347,0.034206217,0.034206217,16.93643102,2714.605103,9.510649378,14.38640746,41.13600589,2.396264162,0.960234585,1.335711796,0,0.640553069,0.947692315
9643,2,1,0,1,1683,1034,0,148,2,1,0,0,8433,5323,0,706,699,414,0,62,20,9,0,0,679,405,0,62,708,569,439,348,0,0,73,53,0.083869297,0.195592629,0.397450634,0.014816032,0.000519749,0.000685514,0.256453268,10,-0.068370061,0.906580513,0.421052545,0.819506513,2.792229008,1.00E+05,0,62223,37777,5.926311723,0,0,6.198532016,6.347494583,17.0959714,0.464166252,0.377410184,0.083869297,0.083869297,0.018711679,0.018711679,20.76843074,3202.281597,7.177495982,11.33609928,59.03496383,4.026181252,1.073892835,0.587554786,0,0.776894772,0.946682247
5973,2,0,0,0,1315,821,0,129,2,1,0,0,7619,4644,0,761,503,332,0,44,11,9,0,1,492,323,0,43,536,408,346,275,0,0,55,35,0.076789408,0.171281268,0.39060014,0.010681488,0.000441384,0.0014427,0.149937462,5,-0.396691053,0.90196241,0.419944571,0.816844756,1.546560826,1.00E+05,0,60197,39803,4.608343409,0,0,9.470748511,8.320019623,15.79717552,0.513491333,0.398722201,0.076789408,0.076789408,0.019745773,0.019745773,18.59465001,2189.809361,10.09971205,6.15800196,58.58432659,4.818058676,1.118456578,1.061908184,0,0.742858118,0.943663996
5249,7,1,0,1,3481,1466,0,696,1,1,0,0,8417,3678,0,1719,1447,644,0,288,50,14,0,8,1397,630,0,280,1435,1167,598,511,0,0,292,244,0.083638478,0.405103415,0.395805802,0.015591899,0.000406797,0.001317772,0.095762648,3,0.030704536,0.897911741,0.418196192,0.813364093,3.18256655,1.00E+05,0,45311,54689,2.598669441,0,0,6.406878196,4.779926834,17.38947833,0.440310456,0.550768557,0.083638478,0.083638478,0.031442321,0.031442321,30.46267502,1960.472059,6.059069467,11.98017333,54.05144985,2.849221545,1.549052945,0.844778933,0,0.624068709,0.951283694
913,2,2,0,0,1698,1247,0,166,0,0,0,0,5890,4209,0,554,691,531,0,72,17,16,0,1,674,515,0,71,685,561,484,449,0,0,68,58,0.058729828,0.284096306,0.39842912,0.012961654,0.000266557,0.000695487,0.036361494,5,-1.590584867,0.903570116,0.42025241,0.819120283,6.569903403,1.00E+05,0,74217,25783,3.279172349,0,0,5.280399048,8.303060002,12.29266977,0.396209209,0.255464687,0.058729828,0.058729828,0.022018021,0.022018021,26.38540995,2811.312183,7.874593705,8.788919246,39.01762895,5.228947999,2.183002572,0.752599801,0,0.625096442,0.949998472
1882,2,0,0,0,905,618,0,106,1,0,0,0,4976,3510,0,585,392,255,0,42,14,6,0,3,378,249,0,39,380,322,256,208,0,0,44,36,0.049991407,0.174123855,0.408726247,0.014993224,0.000333069,0.000724282,0.06278249,7,-1.23922375,0.893087753,0.417611973,0.814691717,1.61652112,1.00E+05,0,70138,29862,5.939949051,0,0,7.636575405,4.363229691,12.96913139,0.761510015,0.297855222,0.049991407,0.049991407,0.019068631,0.019068631,30.19883202,2535.598203,5.436824437,11.56495786,47.24541975,4.176559745,1.935226239,0.727401975,0,0.618561828,0.948604088
5714,1,0,0,1,1803,815,0,326,1,0,0,1,6800,3254,0,1176,742,352,0,142,22,12,0,5,720,340,0,137,778,585,358,296,0,0,146,115,0.067720984,0.270879914,0.399524347,0.012173469,0.000328493,0.00060693,0.111768411,4,-1.031015836,0.901789191,0.422402564,0.81251457,2.31241532,1.00E+05,0,48312,51688,6.421944125,0,0,5.521742336,4.998662094,13.01139646,0.386051325,0.513596209,0.067720984,0.067720984,0.023486032,0.023486032,26.03206481,1470.036211,6.782918945,9.009510035,41.18010388,3.199315635,1.497199597,0.526804528,0,0.653194172,0.952399887
1286,1,0,0,0,2319,1467,0,344,0,2,0,0,8189,5022,0,1115,949,564,0,134,32,12,0,6,917,552,0,128,987,794,602,456,0,0,161,107,0.081361114,0.29017886,0.395595605,0.013029639,0.000280053,0.000749336,0.035459932,6,0.434052963,0.90445593,0.420324896,0.81532307,1.452573548,1.00E+05,0,62870,37130,3.416740737,0,0,6.906190948,3.976256388,18.34680487,0.553686669,0.370783928,0.081361114,0.081361114,0.029917288,0.029917288,15.83564496,2613.396391,4.741953849,6.616085457,55.58775739,4.563288399,0.842318215,0.906805384,0,0.632290088,0.951732884
3034,2,0,0,0,1547,550,0,274,1,1,0,0,4214,1572,0,722,635,223,0,121,28,8,0,7,607,215,0,114,650,522,235,174,0,0,115,93,0.042962448,0.370681807,0.389564847,0.020847957,0.000377403,0.001115713,0.047280963,8,1.041913455,0.905396922,0.418253886,0.812470242,3.019381493,1.00E+05,0,37003,62997,3.5373778,0,0,7.438682102,5.112667617,23.01891681,0.53478396,0.631858171,0.042962448,0.042962448,0.011786077,0.011786077,23.71252806,2091.447362,6.769298744,9.062122461,36.00557493,3.21233472,1.189852024,0.925560307,0,0.725665612,0.950572868
1910,2,3,0,2,2536,1258,0,373,0,1,0,0,6457,3183,0,942,995,493,0,151,37,22,0,5,958,471,0,146,1066,816,506,412,0,0,155,129,0.064722045,0.39369418,0.3942871,0.015914861,0.000272291,0.000917608,0.038820831,6,0.048483194,0.894276327,0.42187991,0.817496416,3.210458733,1.00E+05,0,48431,51569,3.968583309,0,0,6.588397472,6.185490728,20.50162897,0.427368315,0.516058905,0.064722045,0.064722045,0.017658681,0.017658681,20.3964719,2280.362246,6.980937075,9.630964977,44.08574916,3.655180064,1.853458234,0.630621759,0,0.727161271,0.952494815
4844,3,0,0,0,1351,862,0,174,2,0,0,0,5012,3200,0,667,521,358,0,71,20,23,0,2,501,335,0,69,576,422,358,296,0,0,72,57,0.050490077,0.267757103,0.390760891,0.017101626,0.000366146,0.000526855,0.123636951,6,-0.206399294,0.907990995,0.419875628,0.815264543,4.171858759,1.00E+05,0,61826,38174,4.120229829,0,0,3.652835542,3.266563129,14.15910221,0.681177978,0.383130175,0.050490077,0.050490077,0.017201264,0.017201264,18.68812528,2072.135639,8.540110406,10.131603,54.35365397,3.376640486,1.691315809,0.966662788,0,0.659313979,0.952442013
8607,1,0,0,0,1850,800,0,318,2,0,0,0,7525,3446,0,1453,763,334,0,131,23,13,0,4,740,321,0,127,781,621,321,261,0,0,142,107,0.074125913,0.249231159,0.405852459,0.010319686,0.000517939,0.00080062,0.154316805,6,1.051321498,0.899729516,0.420236594,0.81371875,2.156496416,1.00E+05,0,44770,55230,4.904307626,0,0,6.239913883,5.339038394,25.68798311,0.602236714,0.553236165,0.074125913,0.074125913,0.026304543,0.026304543,18.74995323,2200.259517,5.576644719,11.86323601,48.59328322,3.101492476,1.749929846,0.852456996,0,0.645137016,0.950132229
3057,0,0,0,0,2082,1022,0,279,0,0,0,0,7541,3725,0,981,863,413,0,108,26,13,0,3,837,400,0,105,880,706,428,332,0,0,103,87,0.076249771,0.279592465,0.395748068,0.013465996,0.00032223,0.001001127,0.061732426,6,0.640081372,0.901867442,0.418925394,0.809527269,3.28154023,1.00E+05,0,50395,49605,4.799774841,0,0,6.688769771,5.11775498,20.13249626,0.666358852,0.49545457,0.076249771,0.076249771,0.019757621,0.019757621,18.9200618,1509.040864,8.273443368,8.383758,29.98788465,2.509250141,1.998214624,0.590476152,0,0.740882874,0.945027326
5878,1,0,0,0,1313,684,0,196,0,0,0,1,2909,1517,0,481,539,267,0,77,15,12,0,4,524,255,0,73,545,454,259,207,0,0,92,69,0.028517907,0.440539814,0.398514142,0.012815045,0.000402978,0.000445354,0.12888884,4,1.514810948,0.899313912,0.42006517,0.816902409,4.869063749,1.00E+05,0,54198,45802,3.929536512,0,0,6.981233554,7.132826643,13.87784354,0.530754271,0.457217593,0.028517907,0.028517907,0.010831023,0.010831023,24.4485775,2781.954894,4.402929302,9.796224197,51.94221464,4.788153602,1.521403219,0.686800147,0,0.62020272,0.94871595
5727,4,0,0,0,3874,2173,0,290,3,0,0,0,6161,3483,0,470,1650,904,0,121,63,43,0,3,1587,861,0,118,1623,1326,923,732,0,0,110,99,0.061907813,0.621039599,0.403174644,0.017906475,0.000361896,0.000852594,0.131415012,8,1.139593019,0.903252883,0.419282088,0.812419123,3.250738012,1.00E+05,0,56350,43650,4.62579309,0,0,7.455823678,8.924715162,9.68893009,0.627302811,0.436653283,0.061907813,0.061907813,0.010258286,0.010258286,20.34245777,1289.66627,8.387333164,10.57179657,45.89980569,5.187336792,1.261224005,0.778191699,0,0.834297397,0.951726394
3119,2,0,0,0,730,463,0,74,0,0,0,0,3641,2391,0,290,335,184,0,21,15,4,0,1,320,180,0,20,325,272,191,160,0,0,32,11,0.036559598,0.194419241,0.394710125,0.013749705,0.000385687,0.00085954,0.093951166,6,0.572055882,0.901059777,0.418070109,0.813582212,2.862315728,1.00E+05,0,66180,33820,5.61116054,0,0,4.16774112,7.647224026,11.75502197,0.660294512,0.340231996,0.036559598,0.036559598,0.008528171,0.008528171,19.94042861,3254.838601,6.527783722,11.09621748,68.49924275,3.060560784,1.130556174,0.826252437,0,0.766732358,0.949559272
4886,1,0,0,0,2174,774,0,369,1,2,0,1,6508,2290,0,1192,943,339,0,157,24,11,0,4,919,328,0,153,929,775,328,283,0,0,149,127,0.065195706,0.335388176,0.415777635,0.011342092,0.000295584,0.000700472,0.073155842,2,-0.575002901,0.89600895,0.418472956,0.820408706,2.567491302,1.00E+05,0,34215,65785,2.861829008,0,0,9.457244401,6.167503415,7.204221747,0.56482712,0.65778781,0.065195706,0.065195706,0.018130584,0.018130584,23.60159942,1736.230817,6.935458316,12.31869434,38.44133787,3.712536978,1.334004801,1.264360192,0,0.721905237,0.949351922
6812,2,0,0,0,1865,1067,0,275,0,0,0,0,5114,3027,0,736,792,440,0,122,21,20,0,0,771,420,0,122,778,637,452,342,0,0,113,102,0.050708325,0.364888412,0.402872318,0.013525703,0.000459693,0.000404582,0.170041512,9,-0.704760506,0.900331228,0.419557042,0.810920969,1.787608309,1.00E+05,0,60591,39409,3.437289712,0,0,8.797493839,6.125053385,19.77347881,0.493014107,0.394362099,0.050708325,0.050708325,0.017491584,0.017491584,19.5418183,2137.404631,7.083055801,8.910171963,40.43861458,4.788026349,1.233922171,0.787676783,0,0.65505499,0.958273852
2553,0,0,0,0,1443,730,0,235,0,0,0,0,3403,1697,0,568,580,310,0,84,21,16,0,1,559,294,0,83,589,488,319,253,0,0,89,77,0.034220218,0.425892445,0.403100899,0.015261425,0.000307322,0.000433604,0.051669536,5,-0.234439309,0.903877326,0.418060759,0.81487494,2.913615913,1.00E+05,0,50305,49695,4.791574884,0,0,6.340089098,7.435498736,16.84907345,0.453681936,0.497700531,0.034220218,0.034220218,0.011387908,0.011387908,27.41953117,1792.881972,7.819318277,10.17764789,61.25948078,2.582535391,1.851051039,0.686191149,0,0.66721697,0.957613524
4233,2,1,0,0,1571,873,0,140,0,0,0,0,4452,2621,0,389,660,360,0,63,12,13,0,1,648,347,0,62,657,554,351,301,0,0,59,54,0.044784984,0.343372913,0.405474023,0.011610292,0.000353004,0.000363628,0.104313777,9,0.034481611,0.903999605,0.420248358,0.820076299,4.19043768,1.00E+05,0,59408,40592,3.813871125,0,0,5.747673824,4.014473202,16.08832595,0.566574727,0.406348989,0.044784984,0.044784984,0.008832664,0.008832664,15.70553927,3624.099001,6.079515268,6.099224788,57.10176504,3.828932607,1.585240483,0.872062079,0,0.802776208,0.946501563
12510,2,0,0,0,1612,745,0,302,0,0,0,0,4173,1876,0,820,665,288,0,128,25,13,0,1,640,275,0,127,685,545,323,243,0,0,128,99,0.041140332,0.384534975,0.401557895,0.015082116,0.000328167,0.000487774,0.237146808,7,-0.39211706,0.902989007,0.418793651,0.810863481,1.863584188,1.00E+05,0,46575,53425,3.668651573,0,0,4.825434789,5.717816161,13.677051,0.451020465,0.533603994,0.041140332,0.041140332,0.015620618,0.015620618,24.0817678,2033.767787,10.58576697,7.81309202,53.85326158,4.659711215,1.30145227,0.774460952,0,0.62030889,0.952380607
956,1,0,0,0,1918,1028,0,327,0,0,0,0,6067,3343,0,1061,795,424,0,140,23,11,0,3,772,413,0,137,756,651,458,351,0,0,157,117,0.060576729,0.309032477,0.405325999,0.013601952,0.000449493,0.000477148,0.020200234,6,-0.034387085,0.895575285,0.421502551,0.814900515,2.203109225,1.00E+05,0,54542,45458,2.709225619,0,0,5.579882482,8.033922047,17.62980987,0.257346072,0.455394457,0.060576729,0.060576729,0.022988411,0.022988411,20.61288516,2974.879312,6.696188997,9.052642764,38.45641192,3.729096594,1.282942983,0.798722876,0,0.620507546,0.954752293
2671,4,1,0,1,2484,1389,0,285,1,0,0,0,8345,4490,0,887,1052,565,0,129,35,20,0,3,1017,545,0,126,987,842,601,446,0,0,117,100,0.083652296,0.308505716,0.409119446,0.013521341,0.000414051,0.000857169,0.05512154,8,0.078584586,0.89422882,0.419777237,0.811598975,9.091175735,1.00E+05,0,52754,47246,8.93304541,0,0,6.035073482,7.053005643,24.61363747,0.844720705,0.4733319,0.083652296,0.083652296,0.019679712,0.019679712,20.57864839,2620.431055,10.18944924,9.638973048,34.61586447,2.737763595,1.790525046,0.632069973,0,0.764743906,0.951009429
3014,1,0,0,0,2207,1295,0,270,1,1,0,0,9115,5464,0,1041,919,500,0,101,20,17,0,3,899,483,0,98,934,738,548,404,0,0,115,84,0.090475714,0.243220474,0.394363258,0.010717912,0.000375576,0.000833409,0.076302009,11,-1.305487038,0.90403972,0.418199294,0.806561392,3.305305529,1.00E+05,0,59556,40444,2.535449016,0,0,3.675556265,9.581850136,18.14440422,0.6158241,0.404082906,0.090475714,0.090475714,0.025821366,0.025821366,29.55456283,2665.289817,8.235398152,8.543725067,40.58472564,3.615959276,0.97099157,0.693839966,0,0.714604451,0.937465926
4486,0,1,0,0,988,591,0,137,0,0,0,0,4838,2944,0,662,415,244,0,71,13,5,0,1,402,239,0,70,428,338,253,207,0,0,61,58,0.048524364,0.206738866,0.405566703,0.015354455,0.00041831,0.000547384,0.109414285,7,-0.356794775,0.9076494,0.419187677,0.814631984,2.215849695,1.00E+05,0,59033,40967,4.44452141,0,0,5.119422557,5.973473971,17.12370776,0.582336223,0.406454428,0.048524364,0.048524364,0.016478536,0.016478536,17.79757632,1762.575962,8.518464409,10.33106915,64.67230759,4.294338241,1.161426497,0.638410959,0,0.660406963,0.94985734
7730,2,1,0,1,1933,801,0,309,0,0,0,0,4762,2003,0,732,821,325,0,125,24,8,0,3,797,317,0,122,833,684,338,263,0,0,145,100,0.047343696,0.411390981,0.409180806,0.010747411,0.000345029,0.001143789,0.133168902,3,0.307048371,0.895716227,0.419055369,0.815239987,5.396446007,1.00E+05,0,41512,58488,3.158797776,0,0,6.477905147,6.32053267,13.75721705,0.633436788,0.584857666,0.047343696,0.047343696,0.012566858,0.012566858,17.5901265,3054.385969,6.92517264,10.07683557,38.27462698,4.187226778,0.964922012,0.868003065,0,0.734561114,0.954788732
2604,2,0,0,0,1436,587,0,264,0,0,0,1,4847,1863,0,923,608,248,0,102,24,2,0,4,584,246,0,98,586,510,243,197,0,0,110,82,0.047801646,0.298387551,0.40374197,0.013277493,0.000752468,0.000826672,0.04389969,7,1.029464196,0.894920702,0.418632137,0.819578412,1.650386141,1.00E+05,0,38963,61037,4.179308156,0,0,6.94074612,7.251396772,13.99362381,0.39321428,0.611843555,0.047801646,0.047801646,0.015047591,0.015047591,14.62585742,3293.331394,6.689061377,15.64489636,42.84930516,3.150179986,1.933762138,0.46483968,0,0.685207685,0.942940852
2914,0,1,0,0,2181,1513,0,159,1,0,0,0,8155,5765,0,568,882,620,0,71,44,16,0,3,838,604,0,68,921,731,648,504,0,0,60,56,0.080794096,0.264932985,0.401321203,0.013602571,0.000305198,0.000477305,0.105641045,5,1.015252264,0.900885482,0.420202949,0.813545665,3.563112811,1.00E+05,0,72124,27876,2.966975998,0,0,7.505941196,7.907985609,15.75801633,0.768743683,0.280305386,0.080794096,0.080794096,0.02064618,0.02064618,34.70534389,1988.414729,5.947206781,12.38729866,53.86727804,3.159192348,2.101161553,0.5592813,0,0.744459297,0.953991422
1150,4,2,0,1,2935,1891,0,194,1,1,0,0,7966,5405,0,551,1253,789,0,79,43,41,0,3,1210,748,0,76,1246,1008,826,645,0,0,81,66,0.079716047,0.358956437,0.399160091,0.012603843,0.00041982,0.000720881,0.037782079,11,0.972890081,0.901231635,0.419754177,0.811031558,1.416890027,1.00E+05,0,69018,30982,4.494958145,0,0,7.834163622,7.969826441,11.53658636,0.673813314,0.307587889,0.079716047,0.079716047,0.017558827,0.017558827,14.83101954,2180.066984,6.311775976,17.53247958,48.76335094,3.036735388,1.826645687,0.651432769,0,0.779732841,0.951216908
4381,0,2,0,0,1862,1097,0,242,0,0,0,0,7408,4147,0,802,792,456,0,101,26,8,0,3,766,448,0,98,756,626,454,372,0,0,104,83,0.073092304,0.265027535,0.406589581,0.012696624,0.000445678,0.000683841,0.104001471,9,0.536734259,0.887110617,0.417696456,0.819605589,5.302693146,1.00E+05,0,57918,42082,5.262185408,0,0,10.24641547,6.513085563,23.99618758,0.565586768,0.421436159,0.073092304,0.073092304,0.01960574,0.01960574,22.8251066,3066.643043,7.898198945,8.790011646,47.7970146,5.359915323,1.75824675,0.817809321,0,0.731767383,0.949720051
5554,0,2,0,0,2208,967,0,406,0,0,0,0,7025,2963,0,1230,911,438,0,157,28,11,0,3,883,427,0,154,931,750,399,346,0,0,177,131,0.069300821,0.31546033,0.396139907,0.012265282,0.000263568,0.000454388,0.099140312,6,-1.476910492,0.902603184,0.419995709,0.81439793,1.939879972,1.00E+05,0,43463,56537,5.529825706,0,0,6.908895745,4.116184494,11.41494782,0.392914988,0.56720059,0.069300821,0.069300821,0.021135637,0.021135637,15.88884008,2476.432822,6.470825682,12.3562573,33.32750219,3.424109022,1.594199259,1.176321373,0,0.695016069,0.953779252
8403,1,0,0,0,1542,789,0,226,0,0,0,0,5736,2847,0,865,610,329,0,98,27,15,0,4,583,314,0,94,644,506,310,260,0,0,100,80,0.057539251,0.266642224,0.40101452,0.01351346,0.000239968,0.000705576,0.16526042,11,-0.566028409,0.897187326,0.418606055,0.813311614,2.498704332,1.00E+05,0,49823,50177,4.721146975,0,0,5.097998281,10.15644099,9.733257105,0.661199886,0.500875284,0.057539251,0.057539251,0.017535687,0.017535687,12.31261443,4780.818933,5.469090433,6.654591298,73.49758101,4.090648285,1.621920778,0.553409556,0,0.695239572,0.950064153
2003,0,0,0,0,1287,695,0,176,0,0,0,0,8445,4441,0,1087,518,288,0,71,15,14,0,6,503,274,0,65,532,414,303,239,0,0,69,54,0.085733475,0.153996147,0.400772459,0.015154026,0.000474671,0.000835805,0.041597006,6,-0.171777826,0.89755165,0.419399741,0.812823359,2.346181217,1.00E+05,0,51874,48126,3.80484012,0,0,6.139913467,5.844243116,19.13152951,0.564663654,0.481615356,0.085733475,0.085733475,0.022384115,0.022384115,19.06816501,2368.122833,8.135245187,9.198385823,50.20408125,4.027459562,1.140059712,0.542562317,0,0.738910443,0.950405096
2681,2,1,0,1,2296,1285,0,393,1,3,0,0,7371,4188,0,1281,1010,578,0,152,38,29,0,5,972,549,0,147,955,829,552,462,0,0,172,128,0.073119166,0.313676289,0.422058001,0.018403811,0.000473145,0.000882835,0.065801971,8,-0.567759163,0.891314041,0.417809787,0.811440749,1.334928457,1.00E+05,0,57422,42578,4.326517006,0,0,5.119387059,6.827621989,12.10605701,0.68608172,0.424334221,0.073119166,0.073119166,0.029235799,0.029235799,17.58019011,2067.913557,10.32023629,10.33902771,30.74180881,3.687283377,2.14473405,0.74337036,0,0.600162303,0.953426483
